customer,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,state,total_claim_amount,vehicle_class
UC33108,656364.41,Bachelor,M,32375.0,83.0,0.0,Personal Auto,Cali,398.4,Four-Door Car
LW93867,481252.52,College,M,16531.0,63.0,0.0,Corporate Auto,Oregon,102.879769,Four-Door Car
OU78470,2932804.19,Master,F,32006.0,94.0,0.0,Corporate Auto,Arizona,56.868289,Four-Door Car
XW90265,577352.07,Bachelor,F,81676.0,72.0,0.0,Personal Auto,Arizona,463.158502,Two-Door Car
HS67749,684711.89,College,M,71038.0,86.0,0.0,Corporate Auto,Cali,205.444066,Four-Door Car
VZ51506,359531.29,High School or Below,F,0.0,103.0,0.0,Corporate Auto,Arizona,741.6,Luxury
UI64281,2285561.21,Master,F,20832.0,65.0,0.0,Personal Auto,Nevada,56.371967,Two-Door Car
AE98193,785941.46,High School or Below,M,0.0,113.0,0.0,Personal Auto,WA,813.6,SUV
AZ74055,411557.74,High School or Below,M,52405.0,103.0,0.0,Personal Auto,Oregon,494.4,Four-Door Car
XS76911,502963.88,High School or Below,F,0.0,133.0,0.0,Personal Auto,Arizona,795.864079,Luxury
AY40674,482141.85,Bachelor,F,26583.0,1005.0,0.0,Personal Auto,WA,614.4,SUV
NA12740,500431.05,Master,M,25486.0,65.0,0.0,Special Auto,Oregon,72.438681,Two-Door Car
UA84837,863005.39,College,M,24065.0,111.0,0.0,Corporate Auto,Arizona,532.8,Four-Door Car
DJ51510,932208.51,High School or Below,F,70435.0,116.0,0.0,Personal Auto,Arizona,67.881546,Four-Door Car
VM58985,1672756.06,College,M,0.0,76.0,0.0,Personal Auto,Cali,402.636829,Two-Door Car
OH60605,365253.24,High School or Below,F,39679.0,92.0,0.0,Personal Auto,Oregon,641.388616,Two-Door Car
UO98052,615860.12,College,M,0.0,89.0,0.0,Personal Auto,Nevada,342.481173,Four-Door Car
NC53424,437608.4,Bachelor,M,0.0,69.0,0.0,Personal Auto,Cali,331.2,Two-Door Car
LQ13873,556945.62,High School or Below,M,53565.0,71.0,0.0,Personal Auto,Nevada,340.8,Four-Door Car
LA97014,257651.3,Bachelor,M,37574.0,66.0,0.0,Personal Auto,WA,412.101933,Two-Door Car
NB79936,834698.32,Bachelor,M,48259.0,108.0,0.0,Personal Auto,WA,73.700573,Two-Door Car
NT89061,632392.39,High School or Below,F,78532.0,78.0,0.0,Personal Auto,Arizona,374.4,Four-Door Car
AF10970,597314.34,Bachelor,F,96163.0,73.0,0.0,Corporate Auto,Arizona,350.4,Four-Door Car
ZG48513,470667.7,Bachelor,M,0.0,72.0,0.0,Personal Auto,Cali,345.6,Four-Door Car
JQ59145,809341.03,High School or Below,M,0.0,114.0,0.0,Personal Auto,Cali,722.024742,Luxury
FE84989,503574.46,College,M,72672.0,63.0,0.0,Personal Auto,WA,259.361117,Four-Door Car
JT52858,902786.72,Bachelor,F,99002.0,112.0,0.0,Personal Auto,Oregon,537.6,Four-Door Car
MC62068,728888.48,High School or Below,M,79494.0,91.0,0.0,Personal Auto,California,396.295614,Four-Door Car
EU27538,1804247.94,Master,M,35704.0,225.0,0.0,Personal Auto,Oregon,358.281562,Luxury
RH42306,499206.3,Bachelor,F,0.0,71.0,0.0,Corporate Auto,Arizona,653.388564,Four-Door Car
US23612,910226.78,High School or Below,F,26049.0,118.0,0.0,Personal Auto,Oregon,121.032372,Two-Door Car
WV76014,254040.77,Doctor,M,70125.0,64.0,0.0,Special Auto,Arizona,92.813396,Four-Door Car
RK96223,1294189.19,College,M,52369.0,110.0,0.0,Personal Auto,California,528.0,SUV
MF82000,236534.86,Bachelor,F,0.0,66.0,0.0,Special Auto,WA,159.636956,Four-Door Car
FM46980,572076.51,College,M,41770.0,72.0,0.0,Personal Auto,Arizona,476.156957,Four-Door Car
SY56792,703553.41,High School or Below,M,0.0,101.0,0.0,Corporate Auto,Oregon,727.2,Four-Door Car
RF61565,263697.77,College,M,31911.0,67.0,0.0,Personal Auto,California,321.6,Four-Door Car
IM94808,539583.2,Bachelor,M,70051.0,68.0,0.0,Corporate Auto,Nevada,42.078345,Four-Door Car
VI14730,838263.01,High School or Below,M,19683.0,117.0,0.0,Personal Auto,Oregon,561.6,Luxury
YR34119,3116174.52,College,F,30916.0,112.0,0.0,Personal Auto,WA,200.11606,SUV
RR77985,288774.23,Bachelor,F,0.0,80.0,0.0,Personal Auto,Oregon,676.944023,Four-Door Car
QD28391,742584.53,College,M,84302.0,62.0,0.0,Personal Auto,Washington,76.609295,Four-Door Car
WV17090,2558572.78,Bachelor,M,0.0,116.0,0.0,Corporate Auto,California,830.623064,SUV
TM23514,1027260.82,College,M,60145.0,132.0,0.0,Personal Auto,Oregon,580.473259,SUV
MQ68407,437636.36,Bachelor,F,63774.0,111.0,0.0,Personal Auto,Oregon,60.036683,Four-Door Car
GJ59592,531889.66,Bachelor,F,25134.0,67.0,0.0,Corporate Auto,California,321.6,Four-Door Car
FY56083,471976.22,Bachelor,M,37057.0,61.0,0.0,Personal Auto,Oregon,47.53101,Four-Door Car
UA94723,442803.16,High School or Below,F,58577.0,110.0,0.0,Personal Auto,Oregon,303.872752,SUV
FW91032,587917.61,High School or Below,M,85857.0,73.0,0.0,Corporate Auto,California,100.620067,Four-Door Car
DE34457,941690.85,Doctor,F,70602.0,116.0,0.0,Personal Auto,Oregon,481.339891,SUV
HD32044,828815.56,Master,F,33816.0,106.0,0.0,Corporate Auto,Oregon,508.8,Four-Door Car
HH30454,3265483.83,Bachelor,M,0.0,153.0,0.0,Personal Auto,Oregon,1101.6,SUV
AH84063,471945.01,College,F,89642.0,121.0,0.0,Corporate Auto,Oregon,86.320022,SUV
QA17596,390347.48,Bachelor,F,60068.0,98.0,0.0,Personal Auto,California,470.4,Two-Door Car
XI41052,545725.97,Bachelor,F,50044.0,139.0,0.0,Personal Auto,California,667.2,SUV
DI30528,272535.64,Master,F,36650.0,69.0,0.0,Personal Auto,California,56.60333,Four-Door Car
SC66359,443397.37,College,F,50653.0,110.0,0.0,Corporate Auto,Arizona,262.865172,SUV
EN61670,533246.27,Doctor,F,68931.0,66.0,0.0,Personal Auto,Arizona,309.577946,Four-Door Car
DQ10761,231509.5,Bachelor,M,0.0,73.0,0.0,Corporate Auto,Oregon,350.4,Four-Door Car
BQ51587,541195.37,College,F,0.0,73.0,0.0,Personal Auto,California,365.364581,Four-Door Car
JE21522,958733.23,Bachelor,M,39266.0,80.0,0.0,Personal Auto,California,384.0,Four-Door Car
WS47147,2210350.72,College,M,0.0,102.0,0.0,Personal Auto,California,489.6,SUV
ZA64638,976494.53,High School or Below,F,0.0,98.0,0.0,Personal Auto,Nevada,705.6,Four-Door Car
EW38459,256715.15,Bachelor,F,40864.0,65.0,0.0,Corporate Auto,Nevada,9.51528,Four-Door Car
QW87316,265062.28,College,F,39035.0,68.0,0.0,Personal Auto,Oregon,244.564334,Four-Door Car
IC43478,1126436.33,Bachelor,M,34923.0,98.0,0.0,Personal Auto,California,639.105556,Two-Door Car
TE34064,216852.35,High School or Below,M,0.0,63.0,0.0,Personal Auto,California,453.6,Four-Door Car
WU60905,861066.75,High School or Below,F,0.0,111.0,0.0,Corporate Auto,California,532.8,SUV
YM18992,283464.62,College,F,24506.0,71.0,0.0,Personal Auto,California,511.2,Two-Door Car
PD55753,893013.97,High School or Below,M,0.0,82.0,0.0,Personal Auto,Oregon,554.522969,Four-Door Car
KU56006,553638.7,College,F,52220.0,70.0,0.0,Personal Auto,Arizona,336.0,Four-Door Car
MJ69973,284085.43,High School or Below,M,0.0,74.0,0.0,Personal Auto,Arizona,402.449823,Two-Door Car
TW43626,808288.1,College,M,53554.0,67.0,0.0,Personal Auto,California,327.020539,Four-Door Car
XX84133,525473.43,Bachelor,M,34476.0,67.0,0.0,Corporate Auto,California,5.3953,Four-Door Car
ZW84453,511623.76,Bachelor,F,0.0,70.0,0.0,Personal Auto,Arizona,131.401291,Four-Door Car
HO29524,303464.7,College,M,68205.0,76.0,0.0,Personal Auto,California,99.382943,Two-Door Car
VE89726,802489.99,High School or Below,F,0.0,119.0,0.0,Personal Auto,California,856.8,SUV
GE87503,1821114.32,High School or Below,M,53690.0,154.0,0.0,Personal Auto,California,739.2,SUV
PX90263,512156.33,High School or Below,M,0.0,72.0,0.0,Personal Auto,Oregon,518.4,Four-Door Car
NI17718,215017.86,High School or Below,F,0.0,61.0,0.0,Personal Auto,California,292.8,Four-Door Car
FY32213,559538.99,High School or Below,F,74454.0,71.0,0.0,Personal Auto,California,340.8,Four-Door Car
RZ13254,756282.4,Bachelor,F,0.0,73.0,0.0,Personal Auto,Nevada,350.4,Four-Door Car
GN45013,538585.32,High School or Below,M,29664.0,71.0,0.0,Personal Auto,Oregon,340.8,Four-Door Car
NM39588,267805.83,Doctor,F,72450.0,66.0,0.0,Corporate Auto,Washington,84.218363,Four-Door Car
KU84464,942256.79,Bachelor,F,47272.0,79.0,0.0,Personal Auto,Nevada,64.546877,Four-Door Car
YH43527,360586.03,College,F,21585.0,92.0,0.0,Corporate Auto,Oregon,441.6,Four-Door Car
RO30676,776259.06,College,F,23827.0,106.0,0.0,Personal Auto,California,37.910623,Four-Door Car
QL59704,2344490.05,College,F,69906.0,74.0,0.0,Corporate Auto,Arizona,202.860399,Four-Door Car
QH19450,255817.82,High School or Below,F,0.0,72.0,0.0,Corporate Auto,California,345.6,Four-Door Car
SA54664,265438.1,Master,M,73196.0,66.0,0.0,Personal Auto,Washington,85.809817,Four-Door Car
CI38330,254978.61,Bachelor,M,72217.0,6464.0,0.0,Personal Auto,Washington,91.146661,Four-Door Car
WB38524,296959.33,High School or Below,M,46131.0,74.0,0.0,Personal Auto,California,355.2,Two-Door Car
CE56187,436312.46,Master,F,54514.0,109.0,0.0,Personal Auto,Oregon,286.234931,SUV
JL19416,588430.86,High School or Below,F,0.0,161.0,0.0,Personal Auto,California,1159.2,SUV
JZ61422,527219.16,College,F,96668.0,66.0,0.0,Personal Auto,Nevada,316.8,Four-Door Car
LA13377,550989.57,Doctor,M,78879.0,69.0,0.0,Personal Auto,California,466.570791,Four-Door Car
NC99948,1631368.35,College,M,0.0,69.0,0.0,Personal Auto,Nevada,331.2,Four-Door Car
QD34785,567805.02,Bachelor,F,0.0,76.0,0.0,Personal Auto,Arizona,364.8,Four-Door Car
RO26085,1210120.88,Bachelor,F,0.0,112.0,0.0,Personal Auto,California,1252.406235,Luxury
ES57969,245357.08,Bachelor,M,29735.0,69.0,0.0,Personal Auto,Oregon,331.2,Four-Door Car
JK55587,507566.27,High School or Below,M,23082.0,65.0,0.0,Special Auto,California,312.0,Four-Door Car
RN97635,321497.94,Bachelor,M,53984.0,80.0,0.0,Corporate Auto,Arizona,421.484456,Four-Door Car
BI76326,1227534.31,College,F,52135.0,156.0,0.0,Personal Auto,California,430.505942,SUV
JA34909,272221.07,College,F,17576.0,71.0,0.0,Corporate Auto,California,398.502948,Four-Door Car
OJ90342,245744.09,Bachelor,F,29486.0,62.0,0.0,Personal Auto,Oregon,7.646763,Four-Door Car
CM88932,355484.53,Master,F,58557.0,88.0,0.0,Corporate Auto,Oregon,55.510526,Four-Door Car
JJ97525,492954.97,Bachelor,M,25632.0,63.0,0.0,Personal Auto,California,351.270869,Two-Door Car
XV21647,803645.03,High School or Below,F,0.0,112.0,0.0,Personal Auto,California,806.4,Luxury
MC83487,427691.53,Bachelor,M,18768.0,68.0,0.0,Corporate Auto,Arizona,647.454583,Four-Door Car
BL90769,3347334.95,Bachelor,F,33190.0,106.0,0.0,Personal Auto,California,508.8,SUV
CR57148,596058.14,Master,F,47945.0,74.0,0.0,Personal Auto,Oregon,128.43823,Two-Door Car
CP85232,4479546.94,College,M,58778.0,126.0,0.0,Special Auto,Arizona,302.033971,SUV
YL74732,383211.81,High School or Below,F,15192.0,100.0,0.0,Personal Auto,California,480.0,SUV
FG16766,683793.26,Bachelor,F,51859.0,171.0,0.0,Personal Auto,California,1003.160633,SUV
NV55438,528526.82,High School or Below,F,23422.0,72.0,0.0,Personal Auto,Nevada,518.4,Two-Door Car
RM10880,309651.12,College,F,21604.0,79.0,0.0,Corporate Auto,California,379.2,Four-Door Car
GL56175,358971.07,College,M,79298.0,90.0,0.0,Personal Auto,Arizona,244.362072,Four-Door Car
UK52289,258240.85,Bachelor,F,76731.0,64.0,0.0,Special Auto,Arizona,201.455005,Four-Door Car
OT85112,340391.94,College,M,38460.0,88.0,0.0,Personal Auto,Washington,91.55098,Four-Door Car
BC62782,1357567.6,College,F,48534.0,115.0,0.0,Personal Auto,Arizona,552.0,SUV
TI19722,343613.43,Doctor,M,30817.0,88.0,0.0,Corporate Auto,Washington,91.834668,Four-Door Car
JP30654,2868582.79,College,F,48412.0,104.0,0.0,Personal Auto,Oregon,707.430832,SUV
UM45563,450267.97,Bachelor,M,68798.0,114.0,0.0,Personal Auto,Washington,92.915251,SUV
EN60878,618311.15,Bachelor,M,23712.0,85.0,0.0,Personal Auto,Oregon,376.126419,Four-Door Car
JF36291,387364.7,College,M,28142.0,105.0,0.0,Personal Auto,California,701.708239,Luxury
BK59444,1892933.06,Master,F,72196.0,68.0,0.0,Personal Auto,California,152.184244,Four-Door Car
MK70700,555329.58,Master,M,68197.0,69.0,0.0,Personal Auto,California,176.819414,Four-Door Car
IW71076,501125.92,Bachelor,M,75248.0,63.0,0.0,Corporate Auto,California,104.454624,Four-Door Car
AP98768,1044244.63,College,F,0.0,98.0,0.0,Personal Auto,California,941.718054,Four-Door Car
OM24164,219961.78,Bachelor,M,0.0,65.0,0.0,Personal Auto,Nevada,468.0,Two-Door Car
HR85211,512317.09,Master,F,89879.0,63.0,0.0,Personal Auto,Washington,94.030308,Two-Door Car
VC87846,748431.05,High School or Below,M,46998.0,96.0,0.0,Corporate Auto,Oregon,460.8,Four-Door Car
ZM92052,261302.31,Bachelor,M,57099.0,67.0,0.0,Personal Auto,Oregon,67.859881,Two-Door Car
ON73702,908063.97,Bachelor,F,33897.0,114.0,0.0,Corporate Auto,Arizona,539.843003,SUV
QQ90441,1377097.62,High School or Below,F,59207.0,116.0,0.0,Personal Auto,Nevada,556.8,Four-Door Car
HU35721,287682.29,High School or Below,M,40171.0,73.0,0.0,Personal Auto,Oregon,350.4,Four-Door Car
YP47665,540891.15,Doctor,M,80192.0,67.0,0.0,Personal Auto,Washington,95.193157,Four-Door Car
FU99476,677030.68,High School or Below,M,74422.0,85.0,0.0,Personal Auto,Washington,95.338505,Four-Door Car
AG85615,2414387.56,College,M,0.0,87.0,0.0,Special Auto,Oregon,626.4,Four-Door Car
OY74069,353805.95,College,F,0.0,67.0,0.0,Personal Auto,Arizona,321.6,Four-Door Car
DJ91267,2909123.94,Bachelor,F,34226.0,244.0,0.0,Personal Auto,Nevada,494.395024,Luxury
KB72438,1983420.12,High School or Below,F,65989.0,123.0,0.0,Personal Auto,California,115.545086,SUV
TR67616,473136.7,High School or Below,M,30686.0,61.0,0.0,Corporate Auto,Oregon,19.938981,Four-Door Car
GF65731,3553784.6,Master,F,0.0,113.0,0.0,Personal Auto,California,799.926741,Luxury
HB67642,3461137.9,High School or Below,F,20090.0,109.0,0.0,Personal Auto,Arizona,523.2,Luxury
DP84567,2021630.88,High School or Below,M,0.0,183.0,0.0,Personal Auto,California,878.4,Luxury
VV77534,1397651.93,College,M,77094.0,176.0,0.0,Personal Auto,Oregon,444.470676,SUV
GL67540,590408.82,College,F,97413.0,73.0,0.0,Personal Auto,California,268.819985,Four-Door Car
SV50502,559583.5,Master,F,79189.0,69.0,0.0,Corporate Auto,Oregon,331.2,Four-Door Car
UK59698,229430.36,High School or Below,F,0.0,62.0,0.0,Personal Auto,California,297.6,Two-Door Car
OA57352,627391.19,College,F,18577.0,86.0,0.0,Personal Auto,Arizona,412.8,Four-Door Car
ZF84449,372672.8,College,F,0.0,112.0,0.0,Special Auto,Oregon,806.4,Luxury
AX86150,265671.31,High School or Below,M,62777.0,67.0,0.0,Personal Auto,Washington,101.288069,Two-Door Car
HG39060,511068.08,Bachelor,M,0.0,74.0,0.0,Corporate Auto,Oregon,532.8,Four-Door Car
EM29359,712659.65,College,M,17483.0,183.0,0.0,Personal Auto,Nevada,1317.6,Luxury
SF57173,460163.41,Master,M,84394.0,114.0,0.0,Personal Auto,Oregon,691.412378,SUV
OT47603,915523.97,College,M,0.0,127.0,0.0,Personal Auto,Oregon,804.811859,Luxury
SW31412,1480805.62,College,F,41440.0,62.0,0.0,Personal Auto,Oregon,297.6,Four-Door Car
JS36322,890167.84,High School or Below,M,0.0,136.0,0.0,Personal Auto,Arizona,1090.86434,Luxury
RE81445,573459.82,College,F,98132.0,71.0,0.0,Personal Auto,Oregon,50.587035,Two-Door Car
RM24280,417769.7,High School or Below,F,0.0,112.0,0.0,Personal Auto,Oregon,537.6,Four-Door Car
LC25393,2777628.91,Bachelor,M,88220.0,230.0,0.0,Personal Auto,California,151.528482,Luxury
UX38930,1036434.75,Master,F,58327.0,129.0,0.0,Personal Auto,Arizona,347.075948,SUV
HD95496,785190.14,Master,M,25950.0,66.0,0.0,Personal Auto,Oregon,271.697529,Two-Door Car
RX24650,477294.38,High School or Below,M,20993.0,133.0,0.0,Corporate Auto,Oregon,638.4,SUV
DW19309,1422650.49,High School or Below,M,65726.0,177.0,0.0,Corporate Auto,Oregon,849.6,SUV
MT41386,287543.24,Bachelor,M,84768.0,72.0,0.0,Personal Auto,Washington,110.484661,Two-Door Car
WZ40465,504129.96,Bachelor,F,36234.0,63.0,0.0,Personal Auto,Washington,113.534474,Four-Door Car
DB42794,436293.12,College,M,58842.0,110.0,0.0,Personal Auto,California,528.0,Four-Door Car
JB50798,962452.44,Master,F,25629.0,124.0,0.0,Corporate Auto,Oregon,595.2,Luxury
IP69763,2191440.55,College,F,77311.0,181.0,0.0,Personal Auto,Washington,113.609508,SUV
TE35785,694842.22,Doctor,M,0.0,196.0,0.0,Personal Auto,California,1337.063487,Luxury
HX74855,247152.84,High School or Below,M,95697.0,61.0,0.0,Personal Auto,Washington,114.273025,Two-Door Car
QN65180,2190391.36,Bachelor,F,22254.0,79.0,0.0,Personal Auto,Oregon,125.194389,Four-Door Car
GE47180,902882.14,High School or Below,M,65974.0,113.0,0.0,Personal Auto,Nevada,235.220971,Luxury
VQ38776,530375.95,College,F,0.0,76.0,0.0,Personal Auto,Oregon,395.34111,Four-Door Car
BH86846,2070825.88,High School or Below,M,92079.0,65.0,0.0,Corporate Auto,Washington,114.798771,Four-Door Car
IN17648,512376.81,High School or Below,M,0.0,74.0,0.0,Personal Auto,Nevada,772.798511,Two-Door Car
DF95759,949234.3,College,M,0.0,132.0,0.0,Personal Auto,Oregon,633.6,SUV
QG45324,820486.32,High School or Below,F,0.0,73.0,0.0,Personal Auto,Oregon,350.4,Four-Door Car
MN61620,987729.57,College,F,67752.0,131.0,0.0,Personal Auto,Arizona,168.517149,Luxury
YH86390,481500.97,Bachelor,F,25398.0,64.0,0.0,Corporate Auto,California,307.2,Four-Door Car
FY13480,627701.17,High School or Below,M,0.0,88.0,0.0,Personal Auto,California,633.6,Four-Door Car
YH61661,826063.98,High School or Below,M,33321.0,105.0,0.0,Special Auto,California,504.0,SUV
NL93182,254945.0,Bachelor,M,0.0,78.0,0.0,Corporate Auto,Nevada,845.654042,Four-Door Car
LN31673,1131808.98,College,none,38923.0,99.0,0.0,Personal Auto,Washington,115.728852,Four-Door Car
WE68644,380392.18,Bachelor,F,20325.0,100.0,0.0,Personal Auto,Oregon,668.29397,Luxury
EZ30498,863540.35,Bachelor,M,13129.0,117.0,0.0,Personal Auto,Oregon,700.901632,SUV
QY74517,551055.9,High School or Below,F,0.0,73.0,0.0,Personal Auto,Oregon,525.6,Four-Door Car
NM88660,358588.41,Master,M,49080.0,91.0,0.0,Corporate Auto,Nevada,25.299,Four-Door Car
MZ82036,488925.28,College,M,42536.0,63.0,0.0,Personal Auto,Nevada,375.330097,Four-Door Car
ID20929,275694.17,Bachelor,M,29926.0,74.0,0.0,Corporate Auto,Oregon,418.233667,Four-Door Car
EY50028,328954.74,Doctor,M,0.0,86.0,0.0,Corporate Auto,Nevada,398.240791,Two-Door Car
TT82373,1093717.85,Bachelor,F,21450.0,138.0,0.0,Personal Auto,California,938.513425,Luxury
OH64088,737556.79,High School or Below,M,33345.0,65.0,0.0,Corporate Auto,California,338.619869,Four-Door Car
SK97780,1011077.82,Bachelor,F,15752.0,90.0,0.0,Corporate Auto,California,339.344531,Two-Door Car
IO33050,511941.43,High School or Below,F,40169.0,65.0,0.0,Personal Auto,Oregon,302.818833,Four-Door Car
XA55917,853383.2,College,F,26049.0,113.0,0.0,Personal Auto,California,619.165344,SUV
JK32620,222476.8,College,M,0.0,68.0,0.0,Personal Auto,Nevada,326.4,Four-Door Car
RQ19236,804280.38,Doctor,M,55411.0,100.0,0.0,Personal Auto,Arizona,259.561195,Luxury
QC47433,255443.71,College,M,12459.0,70.0,0.0,Personal Auto,Oregon,336.0,Four-Door Car
RA93608,1807394.0,Bachelor,M,64620.0,76.0,0.0,Personal Auto,Oregon,364.8,Two-Door Car
XH97711,243050.66,Bachelor,M,83140.0,61.0,0.0,Corporate Auto,California,179.161843,Four-Door Car
AU96286,316765.84,Bachelor,F,0.0,92.0,0.0,Corporate Auto,Oregon,662.4,Four-Door Car
KC17170,546560.4,Bachelor,F,54422.0,68.0,0.0,Corporate Auto,Arizona,75.501852,Four-Door Car
ZN47335,1035751.42,College,M,68309.0,131.0,0.0,Corporate Auto,California,306.983596,SUV
EI46264,253781.39,High School or Below,M,56621.0,65.0,0.0,Personal Auto,California,84.026848,Four-Door Car
EK87864,282194.72,College,F,38977.0,70.0,0.0,Special Auto,Arizona,139.489926,Four-Door Car
GV45403,775712.81,Bachelor,M,0.0,111.0,0.0,Corporate Auto,AZ,607.4459,Two-Door Car
QK31192,407913.27,High School or Below,M,0.0,114.0,0.0,Corporate Auto,AZ,631.124372,Two-Door Car
LU89008,595554.46,College,F,0.0,83.0,0.0,Personal Auto,AZ,628.023494,Four-Door Car
NS10490,1415861.36,Bachelor,F,83235.0,70.0,0.0,Personal Auto,Oregon,336.0,Two-Door Car
KL98495,848723.8,College,M,0.0,74.0,0.0,Personal Auto,Nevada,426.655599,Two-Door Car
IU96845,628547.69,College,M,32390.0,80.0,0.0,Personal Auto,AZ,91.417923,Four-Door Car
QL93655,1147348.15,High School or Below,F,66538.0,95.0,0.0,Personal Auto,Oregon,317.844812,Two-Door Car
PF40592,494263.06,College,F,23285.0,65.0,0.0,Personal Auto,Washington,118.446235,Two-Door Car
LZ34046,2359468.02,Bachelor,M,76358.0,66.0,0.0,Personal Auto,Oregon,86.461582,Four-Door Car
JC80093,257250.66,Master,M,21104.0,66.0,0.0,Personal Auto,Washington,118.454974,Four-Door Car
YE88490,538089.86,College,F,55350.0,67.0,0.0,Personal Auto,AZ,321.6,Four-Door Car
YC80498,477055.09,College,F,12964.0,65.0,0.0,Personal Auto,California,362.774545,Two-Door Car
AI85843,675665.14,Master,F,33288.0,86.0,0.0,Personal Auto,AZ,221.856184,Four-Door Car
XD66024,593601.18,College,F,0.0,84.0,0.0,Personal Auto,AZ,980.169081,Four-Door Car
FY51713,357076.05,Bachelor,F,56168.0,88.0,0.0,Personal Auto,AZ,614.675906,Four-Door Car
PH26378,601996.05,College,M,0.0,92.0,0.0,Personal Auto,California,662.4,Four-Door Car
WQ18638,542686.4,High School or Below,M,23105.0,69.0,0.0,Personal Auto,Oregon,331.2,Two-Door Car
KY14688,273031.38,Master,F,36218.0,68.0,0.0,Personal Auto,Oregon,145.252168,Four-Door Car
TC97762,498268.14,High School or Below,F,52275.0,62.0,0.0,Corporate Auto,California,374.240783,Four-Door Car
